employee_id,department,region,length_of_service,kpi_risk_score
18799,Sales & Marketing,region_13,14,0.7775983516194315
30465,Sales & Marketing,region_2,16,0.7774643816059295
71517,Sales & Marketing,region_20,9,0.7770003410506371
75520,Sales & Marketing,region_31,11,0.7763665372663048
32009,Sales & Marketing,region_2,15,0.7762871479246408
23403,Sales & Marketing,region_27,10,0.7762174840225842
20903,Sales & Marketing,region_2,14,0.7759651660789418
1016,Sales & Marketing,region_2,16,0.7758479333646588
21516,Sales & Marketing,region_2,14,0.7756138193413035
11592,Sales & Marketing,region_14,12,0.7756136680044492
67621,Sales & Marketing,region_31,14,0.774652615380604
29688,Sales & Marketing,region_7,16,0.7745100249698584
21897,Sales & Marketing,region_16,10,0.7739908827610054
1213,Sales & Marketing,region_11,9,0.7736301789650819
77165,Sales & Marketing,region_33,8,0.7736189313332742
64739,Sales & Marketing,region_26,10,0.7735073743632164
9101,Sales & Marketing,region_19,8,0.7734282847883146
10665,Sales & Marketing,region_2,15,0.7731424120030213
73784,Sales & Marketing,region_15,10,0.7724710875090044
35446,Sales & Marketing,region_2,12,0.7723297787191529
71039,Sales & Marketing,region_1,8,0.7723229503622211
53290,Sales & Marketing,region_2,18,0.7718498067532853
17391,Sales & Marketing,region_6,9,0.7712863095798658
15935,Sales & Marketing,region_2,15,0.7710255591070461
31762,Sales & Marketing,region_13,19,0.7706450170672774
65968,Sales & Marketing,region_30,9,0.7702423945655867
23661,Sales & Marketing,region_30,9,0.7701312054327581
75479,Sales & Marketing,region_2,12,0.7698857318392701
71453,Sales & Marketing,region_12,10,0.7695944092712712
41411,Sales & Marketing,region_2,14,0.7695761326283167
37359,Sales & Marketing,region_22,10,0.7695485541870889
24257,Sales & Marketing,region_32,8,0.7691777551307427
49710,Sales & Marketing,region_13,17,0.7691639235219735
74564,Sales & Marketing,region_2,16,0.7691611353797014
75872,Sales & Marketing,region_2,27,0.769033807492124
21171,Sales & Marketing,region_10,16,0.7688183058012633
13957,Sales & Marketing,region_23,9,0.7687810091740971
17704,Sales & Marketing,region_26,18,0.7686641619748912
20044,Sales & Marketing,region_16,10,0.7686282390636259
23564,Sales & Marketing,region_30,20,0.768600027748157
70656,Sales & Marketing,region_2,17,0.7684769269385725
30034,Sales & Marketing,region_5,9,0.7684755705345823
23721,Sales & Marketing,region_2,13,0.7681491618691364
73939,Sales & Marketing,region_31,12,0.767985746553392
17241,Sales & Marketing,region_2,9,0.7670928397469668
75127,Sales & Marketing,region_16,23,0.7670149910038098
1818,Sales & Marketing,region_13,11,0.7666399055405444
30939,Sales & Marketing,region_30,10,0.7663443277412866
50527,Sales & Marketing,region_1,9,0.766289383677427
49688,Sales & Marketing,region_7,16,0.7661998504246034
77596,Sales & Marketing,region_13,15,0.7661821320897083
56443,Sales & Marketing,region_26,8,0.7660553874766615
24892,Sales & Marketing,region_7,13,0.7659658470557735
13484,Sales & Marketing,region_22,15,0.7658810786958373
68826,Sales & Marketing,region_7,11,0.765818789599602
15108,Sales & Marketing,region_4,10,0.7657218678238199
31472,Sales & Marketing,region_14,13,0.7657020043939725
50464,Sales & Marketing,region_30,11,0.7655822118117689
61550,Sales & Marketing,region_7,18,0.7655410448687164
39684,Sales & Marketing,region_22,8,0.7654174877454903
12213,Sales & Marketing,region_12,14,0.7652606552483878
22238,Sales & Marketing,region_2,13,0.7652087352246627
19545,Sales & Marketing,region_2,10,0.7648695011863413
24516,Sales & Marketing,region_2,14,0.7644575315093335
64254,Sales & Marketing,region_14,8,0.7643813635317621
47448,Sales & Marketing,region_2,18,0.7642946792883991
59615,Sales & Marketing,region_22,11,0.7640329392076497
70025,Sales & Marketing,region_2,12,0.7637067695666183
36942,Sales & Marketing,region_31,8,0.7636670642527706
22735,Sales & Marketing,region_20,9,0.763626498997576
65149,Sales & Marketing,region_17,8,0.7634140198890397
72035,Sales & Marketing,region_2,16,0.7633941698604892
64077,Sales & Marketing,region_1,8,0.7629487208216872
69194,Sales & Marketing,region_29,13,0.7626364825145887
46328,Sales & Marketing,region_7,15,0.7624767410532411
44797,Sales & Marketing,region_19,8,0.7622003218425882
70708,Sales & Marketing,region_7,14,0.7617395787830006
336,Sales & Marketing,region_15,19,0.7613621552391211
68358,Sales & Marketing,region_7,8,0.7612549896723831
7062,Sales & Marketing,region_2,16,0.7612297358087441
63631,Sales & Marketing,region_7,13,0.7607026191251324
64309,Sales & Marketing,region_26,16,0.7603108781691899
49932,Sales & Marketing,region_22,9,0.760226646103216
52899,Sales & Marketing,region_32,10,0.7599521261498241
73938,Sales & Marketing,region_2,10,0.7598030214568413
40452,Sales & Marketing,region_22,17,0.7597227422377741
51713,Sales & Marketing,region_15,11,0.7595980356694697
75833,Sales & Marketing,region_7,10,0.7595333757146193
75870,Sales & Marketing,region_14,9,0.7591747055607602
64097,Sales & Marketing,region_30,8,0.7589628279190069
6245,Sales & Marketing,region_7,8,0.7587640632685633
53246,Sales & Marketing,region_2,15,0.7585812431713405
73520,Sales & Marketing,region_7,18,0.7585098911649869
32294,Sales & Marketing,region_7,10,0.7584729157865354
6808,Sales & Marketing,region_2,11,0.7583053721868308
9225,Sales & Marketing,region_23,11,0.7582935540412225
58237,Sales & Marketing,region_2,16,0.7578063312912385
62160,Sales & Marketing,region_2,14,0.7577792542471552
9052,Sales & Marketing,region_30,11,0.7577202628072764
16642,Sales & Marketing,region_23,8,0.757017366026107
26230,Sales & Marketing,region_22,10,0.7569226223462848
57743,Sales & Marketing,region_6,11,0.7568956204262848
44483,Sales & Marketing,region_2,19,0.7568750317622607
5611,Sales & Marketing,region_2,13,0.7566212862946606
52068,Sales & Marketing,region_16,10,0.7564690306375129
75632,Sales & Marketing,region_7,10,0.7564312393352705
78096,Sales & Marketing,region_2,26,0.7563752293261475
68512,Sales & Marketing,region_2,14,0.7563667744667787
71950,Sales & Marketing,region_17,10,0.7560356248662142
67910,Sales & Marketing,region_7,9,0.7556254593436921
72870,Sales & Marketing,region_2,9,0.7556163362726759
67524,Sales & Marketing,region_25,12,0.7555362903972485
4080,HR,region_2,16,0.7554496776059824
23681,Sales & Marketing,region_31,10,0.7553247537910163
31973,Sales & Marketing,region_2,11,0.755258420902401
66894,Sales & Marketing,region_3,11,0.7550374541796085
60572,Sales & Marketing,region_2,10,0.7548736271962334
43612,Sales & Marketing,region_14,9,0.754731511435341
44111,Sales & Marketing,region_26,9,0.7547267021631421
8500,Sales & Marketing,region_31,20,0.7547119382222426
47942,Sales & Marketing,region_15,8,0.754465618802839
24544,Sales & Marketing,region_27,10,0.7544004428769617
63962,Sales & Marketing,region_7,8,0.7543555194902158
47815,Sales & Marketing,region_13,11,0.754292852233709
60204,Sales & Marketing,region_16,13,0.7539760435563619
1932,Sales & Marketing,region_8,13,0.7538333175657151
42475,Sales & Marketing,region_7,8,0.7538145735316121
35431,Sales & Marketing,region_29,12,0.7535731037088257
43019,Sales & Marketing,region_31,10,0.7535618795251754
8983,Sales & Marketing,region_16,16,0.7535229201492537
62662,Sales & Marketing,region_11,17,0.7533237016575342
52244,Sales & Marketing,region_26,8,0.7531586239336402
42873,Sales & Marketing,region_29,8,0.7530878416679954
35473,Sales & Marketing,region_14,8,0.7529887292310987
60166,Sales & Marketing,region_25,11,0.7529186583843421
36251,Sales & Marketing,region_13,11,0.7528077345335734
5495,Technology,region_14,18,0.7527121486012421
27776,Sales & Marketing,region_2,17,0.7524643799172349
40718,Sales & Marketing,region_19,8,0.7524066074933126
9494,Sales & Marketing,region_16,19,0.7520302333174389
34504,Sales & Marketing,region_7,10,0.7520242476450031
56434,Sales & Marketing,region_26,13,0.7520187662973696
17134,Sales & Marketing,region_27,15,0.7519417162656392
41316,Sales & Marketing,region_32,9,0.7517848055859979
12494,Sales & Marketing,region_25,8,0.7516243211250817
27350,Sales & Marketing,region_30,9,0.7515389051945299
68632,Sales & Marketing,region_23,11,0.7514957752079037
21401,Sales & Marketing,region_22,9,0.7512685620900925
17457,Sales & Marketing,region_22,15,0.7511410281367946
35253,Sales & Marketing,region_11,9,0.7509966957556802
72403,Sales & Marketing,region_13,9,0.7505263961086532
38978,Sales & Marketing,region_29,9,0.7505193239307375
13823,Sales & Marketing,region_7,16,0.7504697672722678
22967,Sales & Marketing,region_26,10,0.7504533045056415
74328,Sales & Marketing,region_2,8,0.750431174104504
12023,Sales & Marketing,region_14,21,0.7502578885437511
54597,Sales & Marketing,region_2,10,0.7501493745059761
76506,Sales & Marketing,region_32,10,0.7501043278511194
36713,Sales & Marketing,region_2,10,0.7500371188546237
44456,Sales & Marketing,region_11,8,0.7500358943347715
17014,Sales & Marketing,region_4,14,0.7499931923335464
65156,Sales & Marketing,region_27,17,0.7499924766936509
8623,Sales & Marketing,region_31,10,0.749986741776404
49468,Sales & Marketing,region_26,9,0.7499455990750628
15106,Sales & Marketing,region_2,10,0.749533302334252
29068,Sales & Marketing,region_7,12,0.7490881135859774
42260,Sales & Marketing,region_20,9,0.7489997398280168
57125,Sales & Marketing,region_2,19,0.7489296110203221
9830,Sales & Marketing,region_22,14,0.7489034119795376
38585,Sales & Marketing,region_7,17,0.7488441880645526
72005,Sales & Marketing,region_2,19,0.7488237142817072
55437,Sales & Marketing,region_29,8,0.7487432713722171
40663,Sales & Marketing,region_5,16,0.7486601962898574
5744,Sales & Marketing,region_7,13,0.7486309068969961
6675,Sales & Marketing,region_15,14,0.7485795388423733
74228,Sales & Marketing,region_2,8,0.7485557321731741
7116,Sales & Marketing,region_2,9,0.7483143874381767
68839,Sales & Marketing,region_6,8,0.7481008223223301
68647,Sales & Marketing,region_20,11,0.7479774875519589
16449,Sales & Marketing,region_31,10,0.7477784505196249
59234,Sales & Marketing,region_13,9,0.747694894733026
18322,Sales & Marketing,region_22,27,0.7473478117513342
15728,Sales & Marketing,region_15,10,0.7472993760271434
8934,Sales & Marketing,region_16,9,0.7472045334714238
76860,Sales & Marketing,region_15,14,0.7471481808052021
10536,Technology,region_2,15,0.7469802419304277
10424,Sales & Marketing,region_31,17,0.7468222193127605
14604,Sales & Marketing,region_7,10,0.7468193347803448
47336,Sales & Marketing,region_13,14,0.7467579426578874
61231,Sales & Marketing,region_2,16,0.7466474901606756
27417,Sales & Marketing,region_22,13,0.7464990841209243
71782,Sales & Marketing,region_19,9,0.7464578402826507
4911,Sales & Marketing,region_7,17,0.7464351510342189
49415,Sales & Marketing,region_26,13,0.7464248902336709
54076,Sales & Marketing,region_31,9,0.7462487943352258
42387,Sales & Marketing,region_11,9,0.7460702860498284
60140,Sales & Marketing,region_13,14,0.745657832653666
4874,Technology,region_2,14,0.7456194701063064
2008,Sales & Marketing,region_13,10,0.7455580749445251
68390,Sales & Marketing,region_9,9,0.7453961302933962
9219,Sales & Marketing,region_16,18,0.7453901022440768
16400,Sales & Marketing,region_2,21,0.7452638939970693
64186,Sales & Marketing,region_2,16,0.7452556126773854
76891,Technology,region_2,28,0.7451773600113168
72029,HR,region_2,14,0.7449679081816681
32199,Sales & Marketing,region_20,13,0.7448657476665038
73522,Sales & Marketing,region_13,25,0.7448309817249872
51007,Sales & Marketing,region_16,8,0.74475063035475
4089,Sales & Marketing,region_7,10,0.7443762758921374
54694,Technology,region_2,19,0.7442568667734041
63081,Sales & Marketing,region_5,8,0.7440801656733356
65551,Sales & Marketing,region_10,8,0.7439713570473317
40466,Sales & Marketing,region_15,8,0.7439005615569515
44475,Sales & Marketing,region_26,14,0.7437915402214355
39071,Sales & Marketing,region_23,9,0.7435229035361032
7118,Technology,region_27,11,0.7434733021428882
37744,Sales & Marketing,region_2,12,0.7432854153728634
17629,Sales & Marketing,region_15,12,0.7430905721300936
77311,Sales & Marketing,region_2,18,0.742943264621653
7080,Sales & Marketing,region_7,18,0.7428454318893004
69976,Sales & Marketing,region_25,11,0.7428443358339861
22142,HR,region_2,18,0.7428175996089056
29959,Sales & Marketing,region_27,11,0.7425671886106323
5885,Sales & Marketing,region_25,15,0.7424454313636761
39261,Sales & Marketing,region_2,10,0.7422569984584744
76066,Sales & Marketing,region_4,20,0.7420695384107593
75845,Sales & Marketing,region_5,9,0.7419244303275695
5317,HR,region_2,15,0.7415751687575901
14992,Sales & Marketing,region_7,9,0.7414453412352159
60863,Sales & Marketing,region_2,18,0.7413758671039404
22477,Sales & Marketing,region_22,10,0.7410980358336978
13633,Sales & Marketing,region_30,11,0.7410467219790916
66198,Sales & Marketing,region_1,16,0.7409249840435095
52028,Sales & Marketing,region_7,12,0.7408957853234703
37650,Sales & Marketing,region_13,12,0.7408442706680121
37133,Sales & Marketing,region_23,9,0.7407744066233144
27529,Sales & Marketing,region_21,10,0.7407439853686341
8868,Sales & Marketing,region_8,9,0.7406453927712765
26264,Sales & Marketing,region_29,8,0.7405913912304801
63706,Sales & Marketing,region_2,8,0.7404288980741156
43745,Sales & Marketing,region_6,8,0.7403156442064471
50436,Technology,region_7,15,0.740309271004971
31709,Sales & Marketing,region_7,10,0.7399003807257293
67847,Sales & Marketing,region_17,10,0.7396894015046984
35905,Sales & Marketing,region_15,10,0.7396526657775406
61124,Sales & Marketing,region_7,10,0.7395741441979606
637,Sales & Marketing,region_2,15,0.7394784030086602
60347,Sales & Marketing,region_5,9,0.7394140905728196
15682,Sales & Marketing,region_7,9,0.7393019576358045
10506,Sales & Marketing,region_13,12,0.7391801903283856
74038,HR,region_2,18,0.7391679954763797
58024,Sales & Marketing,region_17,8,0.7390511231647161
60443,Sales & Marketing,region_22,18,0.73891452309599
37589,Sales & Marketing,region_28,9,0.7388724430542096
42093,Technology,region_2,16,0.7388665378256098
47309,Sales & Marketing,region_7,19,0.7387777355959497
4826,Sales & Marketing,region_10,13,0.7386214736492474
56218,Sales & Marketing,region_2,11,0.7384506380702293
14919,Sales & Marketing,region_13,25,0.7383969805737701
69700,HR,region_2,24,0.7383945375440342
76989,Sales & Marketing,region_15,9,0.7383849194233522
58643,Sales & Marketing,region_2,10,0.7383793759413085
23265,Sales & Marketing,region_7,8,0.7383568650090241
35487,Sales & Marketing,region_7,19,0.73814491561123
64577,Sales & Marketing,region_2,9,0.737912204164834
33347,Procurement,region_7,14,0.7378883005874285
78033,HR,region_2,16,0.737859691731907
41812,Sales & Marketing,region_7,16,0.7377339187756394
24213,Sales & Marketing,region_22,8,0.7377309058290229
8664,Sales & Marketing,region_2,14,0.7377084695520179
15058,Sales & Marketing,region_24,10,0.7375471352351409
51394,Sales & Marketing,region_22,8,0.7375194196484387
1801,Sales & Marketing,region_27,11,0.7374976759843644
73225,Sales & Marketing,region_11,14,0.7374871223091368
39915,Sales & Marketing,region_4,9,0.7372745455227131
2970,Sales & Marketing,region_30,8,0.7372409763172544
13797,Sales & Marketing,region_13,16,0.7371577344503722
50405,Sales & Marketing,region_7,16,0.7369643807648067
72076,Sales & Marketing,region_29,15,0.7368946345758206
36264,Sales & Marketing,region_2,16,0.7367037899757691
70426,Sales & Marketing,region_11,10,0.7366950867005169
51429,Technology,region_2,15,0.736692892581513
54607,Sales & Marketing,region_11,11,0.7366421600813379
27690,Sales & Marketing,region_7,8,0.7366074458901892
7242,Technology,region_7,18,0.7364041109533701
77,Sales & Marketing,region_7,12,0.7364015461942686
19436,Sales & Marketing,region_27,10,0.7363454457087751
32648,Sales & Marketing,region_7,8,0.7362502236893786
76113,HR,region_2,17,0.7359938459690692
15335,Sales & Marketing,region_2,13,0.7354433158543191
41591,Sales & Marketing,region_2,10,0.7353719467207847
47007,Sales & Marketing,region_7,9,0.7353058402178617
64638,Sales & Marketing,region_2,18,0.7351460338328972
74777,Sales & Marketing,region_13,13,0.7348367738323851
77276,Sales & Marketing,region_13,13,0.734781311181091
76025,Technology,region_33,13,0.7347517436036719
7594,Sales & Marketing,region_2,12,0.7347096514565793
41970,Sales & Marketing,region_2,8,0.7346451507448124
9531,Sales & Marketing,region_33,11,0.7345538057893124
55476,Sales & Marketing,region_3,12,0.7344532167037578
47191,Sales & Marketing,region_4,11,0.7344120048069663
784,Sales & Marketing,region_31,10,0.7343769145572806
4723,Sales & Marketing,region_24,8,0.7337192074355365
37818,Sales & Marketing,region_32,8,0.73368511429167
44044,Sales & Marketing,region_15,8,0.7336571417648121
18319,Sales & Marketing,region_2,9,0.7334405830351018
18320,Sales & Marketing,region_7,8,0.7333985083102464
42407,Sales & Marketing,region_13,10,0.7332758539899189
28568,Sales & Marketing,region_19,9,0.7332599324898766
45016,Sales & Marketing,region_32,8,0.7331684707753312
12902,Sales & Marketing,region_17,9,0.7331481654764868
59590,Sales & Marketing,region_2,8,0.732898303417465
53820,Sales & Marketing,region_25,9,0.7328873364705489
33963,HR,region_22,16,0.7328810032468286
46589,Sales & Marketing,region_13,10,0.7326784967606553
70625,Sales & Marketing,region_15,8,0.7326758908683697
8204,Sales & Marketing,region_11,16,0.7326261511374539
50536,Sales & Marketing,region_5,10,0.7326179682566119
14531,Sales & Marketing,region_7,12,0.7325725985031124
38414,Sales & Marketing,region_13,8,0.732555682125635
39879,Technology,region_2,25,0.7324158863889153
2908,Sales & Marketing,region_11,12,0.7323453785733142
9920,Sales & Marketing,region_2,15,0.7321130201782767
22764,Sales & Marketing,region_27,9,0.7320507452179977
71020,Sales & Marketing,region_7,10,0.7320236032158174
19426,Sales & Marketing,region_27,11,0.7319101011043299
14863,Procurement,region_22,10,0.7318598145626003
75919,Sales & Marketing,region_2,15,0.731840585156122
53799,Sales & Marketing,region_7,16,0.7317587761398316
8857,Sales & Marketing,region_19,9,0.7317129780829982
28157,Sales & Marketing,region_2,8,0.7316283298091883
23930,Sales & Marketing,region_28,9,0.7315547665980034
33683,Sales & Marketing,region_2,18,0.7314991234702927
48405,Sales & Marketing,region_26,15,0.7314808976345586
74553,Sales & Marketing,region_13,17,0.7313809598803982
41988,Sales & Marketing,region_20,14,0.7313186178537145
28355,HR,region_2,20,0.7311287724974649
76547,Sales & Marketing,region_2,9,0.7311212578444846
17212,Sales & Marketing,region_2,16,0.7309700256487378
55291,Technology,region_2,19,0.7309241120536075
33249,Sales & Marketing,region_19,8,0.7307076619042693
2844,Sales & Marketing,region_22,11,0.7306583468743016
50790,Sales & Marketing,region_7,9,0.7306364070728654
10090,Sales & Marketing,region_15,10,0.7305862184372108
6986,Sales & Marketing,region_7,12,0.7304487681217557
65319,Technology,region_2,18,0.7304302123910709
67875,Sales & Marketing,region_7,10,0.7303697169884759
21893,Sales & Marketing,region_2,9,0.7301782826285063
15670,Sales & Marketing,region_2,10,0.7300987087002644
44778,Sales & Marketing,region_21,12,0.7300701359092439
8030,Sales & Marketing,region_22,10,0.729876152028822
32287,Sales & Marketing,region_10,9,0.7297228854198307
67317,Technology,region_22,12,0.7297057440562359
16255,Technology,region_5,11,0.7296151311946556
17371,Sales & Marketing,region_2,26,0.7295778864231699
24734,Technology,region_2,25,0.7292296555818335
65866,Technology,region_2,18,0.7290407109931613
62570,Sales & Marketing,region_26,8,0.729001318121524
18992,Sales & Marketing,region_13,13,0.7289319502183923
63132,Sales & Marketing,region_2,19,0.7289080102420259
23001,HR,region_2,18,0.7288467485492249
49163,Sales & Marketing,region_17,19,0.7285888112314443
15807,Sales & Marketing,region_15,13,0.7285124932776844
60430,Technology,region_13,17,0.7282273522535241
72136,Sales & Marketing,region_22,8,0.7282265864266573
27424,HR,region_2,9,0.7280547212390306
61483,Sales & Marketing,region_5,10,0.7279679312067383
69364,Legal,region_2,14,0.7279146610917537
10405,Sales & Marketing,region_13,19,0.7278464111056967
41550,Sales & Marketing,region_20,12,0.7277776963644964
21988,Technology,region_26,20,0.7276043059350902
11571,Sales & Marketing,region_1,8,0.7275524279341935
54832,Sales & Marketing,region_27,9,0.7274580845218259
42308,Sales & Marketing,region_29,12,0.7273119860458207
75343,Sales & Marketing,region_22,8,0.7271664542010667
67073,Sales & Marketing,region_13,13,0.7271449507188379
52050,HR,region_2,14,0.7271393251659257
30286,Sales & Marketing,region_13,8,0.7270331483436697
75836,Technology,region_2,16,0.7268797824039528
25286,Sales & Marketing,region_5,14,0.7268698158802746
76254,Procurement,region_22,16,0.7268571045354925
56609,Sales & Marketing,region_2,8,0.7267571915711959
6799,Sales & Marketing,region_2,14,0.726749600974773
37113,Sales & Marketing,region_22,8,0.7266841045221573
69235,Sales & Marketing,region_26,12,0.7266212091510693
55479,Technology,region_4,14,0.7264417454077361
17803,Sales & Marketing,region_2,12,0.7264399969086878
32514,Sales & Marketing,region_19,8,0.7263742809417354
58608,Sales & Marketing,region_2,12,0.7260508640013711
37237,Technology,region_5,9,0.7260439909455606
60817,Technology,region_2,15,0.725762319697089
64172,Sales & Marketing,region_2,8,0.7257504325016237
57239,Sales & Marketing,region_31,10,0.7256623397141577
3716,Sales & Marketing,region_2,10,0.7256534984423856
35195,Sales & Marketing,region_20,11,0.7254554136652027
72867,Sales & Marketing,region_13,12,0.7253769605542446
74211,Sales & Marketing,region_9,2,0.7253312680720975
73208,Sales & Marketing,region_2,12,0.7253136543224614
49249,Procurement,region_2,29,0.7252464275205944
26381,Sales & Marketing,region_27,8,0.7250631504097561
58236,Sales & Marketing,region_15,12,0.7248380847599534
60795,HR,region_2,18,0.7248350722657569
2141,Sales & Marketing,region_22,12,0.7247029439278858
18613,HR,region_2,29,0.7246030754552526
2809,Sales & Marketing,region_2,10,0.7244245495989463
46184,Sales & Marketing,region_13,10,0.7243586809551481
66769,Sales & Marketing,region_10,11,0.7243516944915436
42760,Technology,region_33,16,0.7242245148303709
69052,Technology,region_2,31,0.7242124127200128
40814,Technology,region_31,11,0.724079556437917
54291,Technology,region_2,14,0.7240659256331232
